X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20
8.285860604913475,-1.167804726554555,2.1440926259723105,1.54977837249066,-0.1301199484041457,-2.760338225926624,-0.5952340474850248,-4.015246375492522,-3.886714980826528,1.540903806275225,-1.4633447531846155,-4.166487568066929,1.5608424756132044,-0.8017200089092292,3.189430536404931,-2.785119215130882,-0.8443012030407393,-2.464514899547279,-2.1514561591795727,1.7497599036103262
9.494150162504209,2.993332203007793,0.6574699620396858,-1.6353215868114297,-4.970730928094357,2.440099420759845,2.2899895105144488,-1.908925120105699,-1.1753894297667586,4.263185637906621,-1.4842847832864814,4.052230592064167,-3.6521328675406033,-5.140865854392327,2.025390928685977,1.3322179026664815,1.150737733021616,1.8609902830247207,-1.273704517586371,-3.010412980780694
5.314393973794334,-0.2087065247114743,1.5536286946987752,-4.091064171885156,1.1593710472715464,3.857358867552821,4.7181491427521145,3.212186802634945,1.7691245201039436,4.343795688263205,-0.1343908529241366,-0.1093271182223895,0.4197706299526378,2.8006820105295582,-0.0958953267445212,-0.2941963081779744,-0.621138142786908,-2.604082337402049,0.0453888762315051,4.431734155557608
-11.57186831150302,3.771638324761881,3.482248425715757,-4.902270613515881,6.735665915134843,-2.445644840685682,-2.385610125008701,-4.0067574621006905,1.4253978679863568,-1.832089620893191,-0.8377223394787309,-2.641400170444041,0.9038020956607218,-2.5209167899692826,0.3336779339660145,-1.096144737827989,2.1931563600034885,-2.7713284878695843,-0.4248079566672944,-0.4018301504270349
1.6050365723119702,2.388766729484701,0.3585249492561806,4.822101556847301,-6.846124326474516,-1.4427819273406948,0.0413643971058494,0.5638805185828013,-0.3939108374067858,0.0597275383944811,5.429093301277234,-1.052529553077555,-1.4240050917533156,9.948201157374356,2.1617576688057967,2.5483904078999995,3.595955553462411,-0.5781852661131737,-1.3450934514104318,-0.7839170184519717
4.04321546714462,-4.274749885328426,0.3840116881371342,0.4975033881773681,-1.6326237376770871,4.353822377677576,0.5186865799440478,1.7100080596205722,0.7930322521445341,0.3886284703039355,-0.6605129567346016,-1.319597608801412,-2.511748551729873,-0.9480862308892746,2.39797134683779,0.2709821550158208,3.3703284778924703,0.696815566899218,-1.7173077326229906,-1.1488231716285051
,2.977982799276876,2.096987853176584,0.7037450883369558,-1.86330293577968,-6.785934389596556,1.552106573457956,3.984698869610176,-2.7186306951279717,0.8101032038764762,3.1076370462501126,-1.4003369410037847,-5.399316952100252,0.8879572884409596,-7.698834721439169,2.941152034163169,-0.0676122103390444,1.4986666384371683,4.936775740200996,3.560210431903424
4.749141592298569,3.8442124860571143,-0.8497115941064837,-5.029630062448401,-1.3148699272744646,-2.4551211658552727,3.529268675500539,-1.5757773371537862,-1.2815714290548674,2.9237653042828944,-2.277016686590112,,0.2280762368734863,-1.759175457523332,2.630943234413549,1.432137682683784,-3.9352543203990544,5.253319830106455,1.6361752611298952,2.796069522223566
-11.81158050107756,0.1616423691419403,-0.5165295151127416,-2.389503289499723,3.0805737475420067,-3.9096669712931176,-3.141442976841133,-0.6018417959326079,-2.800247927349486,-2.2825718628220897,-0.0618678245487075,-5.942414385617748,3.357418468828995,4.090203623218172,1.3128075474668577,-0.5877562356075672,1.479425945712057,-5.132527498219759,2.0767669724891418,0.4304433120956523
0.3182677907258004,3.7201769229841126,2.246336431119356,-1.446260236464358,1.0159307879824888,1.181598284326849,-0.4923344325924023,-2.5166642248888387,-0.5654962980627071,1.3275670912926891,-1.3489894380394816,0.0971291203852073,1.82146495635389,-6.406653412366198,1.0162509165803533,2.615950658792725,-2.778559596856889,2.120795301809651,0.9141232035524808,-3.713104221212183
6.860817202348767,2.169606123955797,1.964298971312812,2.322286311098379,-0.7266162387575776,3.906045830773168,0.1407237593041592,1.892105896976903,-4.544569263992033,4.3319130025297765,-0.3550450993343348,-2.7854331908423555,-1.2331940695398038,-0.1517714189517614,-2.687008488845558,-0.4640154595043303,1.400167635478494,0.2078945074736744,-2.098644419190166,-2.781308235889385
,-0.1215941946924608,-0.0059494994349968,-5.578197794128155,-2.368866051941649,-2.5529350203341687,-4.040172839977823,4.36251617612134,5.338680176192898,0.5587748727555926,-3.0421948807050017,-2.119390883117677,2.311250952298353,0.4348824044299374,3.0402981944469945,3.063594203691421,5.089323775596478,0.9712970763454768,1.1473524037085632,-1.192965297003421
6.302646357508408,-1.3022069572991122,0.2659234544495843,0.9950907618371811,-3.432947326604597,0.3702620345421274,0.1096173254067588,-0.6146850724562383,-1.7180790544656717,1.178785052764474,-0.2171133958728518,-1.9841706538783024,-1.833056910490572,1.9441538890458805,2.261230357273036,-1.705972305068124,4.2833306084768825,2.235827216059588,-3.570219649909241,-0.1135520436473247
4.472291744445403,1.318077653326677,3.370553718317223,2.25569638244717,-2.531972175679301,-3.4585287360347508,-0.8542183323629291,-1.1019228463139823,-6.370354525160311,2.111760480521864,5.230477493748918,2.4727645705636885,-3.1853808341917755,1.7519315050163922,-2.9599968316959253,3.19665201174929,-3.493851966437864,1.7379382376004222,0.1663497269130514,4.936944788306676
5.6051185057227135,2.602033303395464,7.38344841743312,3.558848030071659,0.2144828213040479,-0.1285459261014877,-6.064489048063417,-1.802434033935207,-4.368253123580441,4.5702354408623,-2.65039366137563,2.343944664056898,-0.1010511867892526,-4.453085920770543,-2.278415380937118,2.225139967927777,3.477058324673392,1.172940315834884,-4.232528090293689,-2.5213258013549966
6.681193641777043,2.449773053678925,3.194595933689448,-1.729703912598215,0.2528827135489322,1.094110263841781,-1.7087190018838716,0.6991842089362816,,2.8810043915759547,-1.7532552511377069,-1.5139677197578156,-0.636418604521788,-0.6628940002827136,2.2769510125111303,2.8714763781528774,-1.2042431161935847,2.0228035986783106,4.770242075203365,6.052204338675367
-12.823322047148723,1.918472065753852,-2.716499772862188,-2.393240811731109,3.7060013223833392,0.0203923416934366,1.626274942628969,10.310507585744228,0.4708232963639498,-3.864272837492946,-4.034728033511504,3.2538032459959045,1.8247055968945405,8.925381400022545,0.6326166813427571,0.5363123333438449,-0.2851760464659161,0.6451115779327594,-0.8497941062436835,-3.76883579620503
